Report ID,Category of Incident,Country of Incident,Date of Incident,Subject,Airport,Full Scientific Name,Common Name,Item / Commodity Type,Count,Quantity - Weight,Unit of Weight,Estimated Value,Currency,Value in USD
MOR3312,India,India,8/10/2015 0:00,"199 star tortoises seized at Chennai Airport, one suspect arrested",Chennai Airport,Geochelone elegans,"Indian Star Tortoise, Star Tortoise, Tortuga estrellada de la India, Tortue étoilée de l'Inde",Individual - Live,199,,,,,
MOR3314,India,India,9/27/2015 0:00,Customs seizes 247 star tortoises at Madurai Airport,Madurai Airport,Geochelone elegans,"Indian Star Tortoise, Star Tortoise, Tortuga estrellada de la India, Tortue étoilée de l'Inde",Individual - Live,247,,,,,
MOR3329,Hong Kong,Hong Kong,11/2/2015 0:00,38.6 kg of ivory pieces seized at Hong Kong International Airport - 1 charged,Hong Kong International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,38.6,Kilograms,386000,HKD Hong Kong Dollar,49803.88
MOR3347,Hong Kong,Hong Kong,11/3/2015 0:00,36 kg ivory seized at Hong Kong International Airport - 2 arrested,Hong Kong International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,36,Kilograms,360000,HKD Hong Kong Dollar,46451
MOR3370,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,10/14/2015 0:00,110 kg ivory products seized from luggage at Heathrow Airport,Heathrow Airport,Elephantidae,Elephants,Ivory - Worked,,110,Kilograms,,,
MOR3370,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,10/14/2015 0:00,110 kg ivory products seized from luggage at Heathrow Airport,Heathrow Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,110,Kilograms,,,
MOR3370,United Kingdom of Great Britain and Northern Ireland,United Kingdom of Great Britain and Northern Ireland,10/14/2015 0:00,110 kg ivory products seized from luggage at Heathrow Airport,Heathrow Airport,Elephantidae,Elephants,Ivory - Worked,,110,Kilograms,,,
MOR3380,Japan,Japan,5/1/2015 0:00,391 Japanese turtles and Yellow pond turtles seized at the Chubu Centrair International Airport,the Chubu Centrair International Airport,Mauremys mutica,"Ryukyu Yellow Pond Turtle Japan, Yellow Pond Turtle",Individual - Live,391,,,,,
MOR3380,Japan,Japan,5/1/2015 0:00,391 Japanese turtles and Yellow pond turtles seized at the Chubu Centrair International Airport,the Chubu Centrair International Airport,Mauremys japonica,Japanese Pond Turtle,Individual - Live,391,,,,,
MOR3469,Thailand,Thailand,12/29/2015 0:00,10 tusks seized from luggage at Suvarnabhumi International Airport,Suvarnabhumi International Airport,Elephantidae,Elephants,Tusk,10,,,1000000,THB Baht,27659.4
MOR3488,France,France,12/7/2015 0:00,95 kg ivory seized at Charles de Gaulle Airport - 2 Vietnamese nationals arrested,Charles de Gaulle Airport,Elephantidae,Elephants,Tusk,3,95,Kilograms,,,
MOR3488,France,France,12/7/2015 0:00,95 kg ivory seized at Charles de Gaulle Airport - 2 Vietnamese nationals arrested,Charles de Gaulle Airport,Elephantidae,Elephants,Ivory - Worked,1500,95,Kilograms,,,
MOR35092,Sri Lanka,Sri Lanka,1/7/2016 0:00,41 live star tortoises seized at Bandaranaike International Airport - 1 suspect,Bandaranaike International Airport,Geochelone elegans,"Indian Star Tortoise, Star Tortoise, Tortuga estrellada de la India, Tortue étoilée de l'Inde",Individual - Live,41,,,,,
MOR35096,Sri Lanka,Sri Lanka,11/15/2016 0:00,5.9 kg of edible birds nest and sea cucumbers seized at Bandaranaike International Airport,Bandaranaike International Airport,Aerodramus unicolor,Indian Swiftlet,Nest,,5.9,Kilograms,,,
MOR35096,Sri Lanka,Sri Lanka,11/15/2016 0:00,5.9 kg of edible birds nest and sea cucumbers seized at Bandaranaike International Airport,Bandaranaike International Airport,Holothuroidea,Sea Cucumber,Individual - Dead,,,,,,
MOR35645,China,China,5/22/2016 0:00,4 Brown bear skins seized at Urumqi Airport,Urumqi Airport,Ursus arctos,"Brown Bear, Grizzly Bear, Oso pardo, Ours brun, Ours grizzly",Skin,4,,,80160,CNY Yuan Renminbi,12242.9
MOR36012,Viet Nam,Viet Nam,9/30/2016 0:00,400 kg of ivory seized at Noi Bai International Airport,Noi Bai International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,400,Kilograms,,,
MOR36042,Viet Nam,Viet Nam,4/4/2017 0:00,Pangolin scales from Cameroon seized at Noi Bai International Airport,Noi Bai International Airport,Manidae,Pangolins,Scales,,,,,,
MOR36073,Viet Nam,Viet Nam,4/17/2017 0:00,"16 lion canines, 6 elephant tail hairs, 66 ivory carvings seized at Tan Son Nhat Airport",Tan Son Nhat Airport,Panthera leo,"Lion, León, Lion d'Afrique",Teeth,16,,,,,
MOR36073,Viet Nam,Viet Nam,4/17/2017 0:00,"16 lion canines, 6 elephant tail hairs, 66 ivory carvings seized at Tan Son Nhat Airport",Tan Son Nhat Airport,Elephantidae,Elephants,Hair/Fur,6,,,,,
MOR36073,Viet Nam,Viet Nam,4/17/2017 0:00,"16 lion canines, 6 elephant tail hairs, 66 ivory carvings seized at Tan Son Nhat Airport",Tan Son Nhat Airport,Elephantidae,Elephants,Ivory - Worked,66,,,,,
MOR36150,Madagascar,Madagascar,5/17/2017 0:00,230 radiated tortoises seized at Ivato International Airport - 1 arrested,Ivato International Airport,Astrochelys radiata,"Radiated Tortoise, Tortuga estrellada de Madagascar, Tortuga rayada, Tortue radiée de Madagascar, Tortue rayonnée",Individual - Live,230,,,,,
MOR37256,Madagascar,Madagascar,7/18/2016 0:00,260 tortoises seized at Ivato International Airport,Ivato International Airport,Testudinidae,"Tortoises, Tortugas Terrestres, Tortues Terrestres",Individual - Live,260,,,,,
MOR37879,Mexico,Mexico,1/1/2016 0:00,1 Lion cub seized at Culiacan International Airport,Culiacan International Airport,Panthera leo,"Lion, León, Lion d'Afrique",Individual - Live,1,,,,,
MOR3799,Kenya,Kenya,1/25/2016 0:00,1 lion tooth and rhino horn products seized at Jomo Kenyatta International Airport - 3 arrested,Jomo Kenyatta International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn - Worked,,,,780,USD US Dollar,780
MOR3799,Kenya,Kenya,1/25/2016 0:00,1 lion tooth and rhino horn products seized at Jomo Kenyatta International Airport - 3 arrested,Jomo Kenyatta International Airport,Panthera leo,"Lion, León, Lion d'Afrique",Teeth,1,,,200,USD US Dollar,200
MOR3802,Viet Nam,Viet Nam,1/29/2016 0:00,"180 kg kg ivory seized at Noi Bai Airport, Hanoi - 3 arrested",Noi Bai Airport,Elephantidae,Elephants,Ivory - Worked,,180,Kilograms,,,
MOR3802,Viet Nam,Viet Nam,1/29/2016 0:00,"180 kg kg ivory seized at Noi Bai Airport, Hanoi - 3 arrested",Noi Bai Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,180,Kilograms,,,
MOR38943,China,China,1/20/2015 0:00,300 cheetah claws & 150 African wild dog teeth seized at Shanghai Airport - 1 suspect,Shanghai Airport,Acinonyx jubatus,"Cheetah, Hunting Leopard, Chita, Guepardo, Guépard",Claw,300,,,,,
MOR38943,China,China,1/20/2015 0:00,300 cheetah claws & 150 African wild dog teeth seized at Shanghai Airport - 1 suspect,Shanghai Airport,Lycaon pictus,"African Wild Dog, Painted Hunting Dog",Teeth,150,4.3,Kilograms,,,
MOR38943,China,China,1/20/2015 0:00,300 cheetah claws & 150 African wild dog teeth seized at Shanghai Airport - 1 suspect,Shanghai Airport,Lycaon pictus,"African Wild Dog, Painted Hunting Dog",Bone,,4.3,Kilograms,,,
MOR38994,China,China,3/18/2015 0:00,"119 jaguar teeth, 13 jaguar claws and 2 anteater claws seized at Beijing Airport",Beijing Airport,Panthera onca,"Jaguar, Jaguar, Otorongo, Tigre americano, Tigre real, Yaguar, Yaguarete",Teeth,119,,,446250,CNY Yuan Renminbi,72848.5
MOR38994,China,China,3/18/2015 0:00,"119 jaguar teeth, 13 jaguar claws and 2 anteater claws seized at Beijing Airport",Beijing Airport,Panthera onca,"Jaguar, Jaguar, Otorongo, Tigre americano, Tigre real, Yaguar, Yaguarete",Claw,13,,,,,
MOR40371,China,China,4/20/2017 0:00,1 leopard skin & 1.5114 kg of ivory product seized at Beijing Capital Airport - 1 convicted,Beijing Capital Airport,Elephantidae,Elephants,Ivory - Worked,1,1.5114,Kilograms,62975.5,CNY Yuan Renminbi,9038.58
MOR40371,China,China,4/20/2017 0:00,1 leopard skin & 1.5114 kg of ivory product seized at Beijing Capital Airport - 1 convicted,Beijing Capital Airport,Panthera pardus,"Leopard, Panther, Chita, Leopardo, Pantera, Léopard, Panthère",Skin,1,,,60000,CNY Yuan Renminbi,8611.52
MOR4089,Bangladesh,Bangladesh,2/12/2016 0:00,30 Indian softshell turtles seized at Hazrat Shahjalal International Airport - 3 MAS employees convicted,Hazrat Shahjalal International Airport,Chitra indica,Indian Narrow-headed Softshell Turtle,Individual - Live,30,85,Kilograms,1050000,BDT Bangladeshi Taka,13362.96
MOR4109,Indonesia,Indonesia,2/15/2016 0:00,"3,230 Pig-Nosed Turtles seized at Timika Airport, Papua - 1 arrested",Timika Airport,Carettochelys insculpta,"Fly River Turtle, New Guinea Plateless Turtle, Pig-nosed Turtle, Pitted-shell Turtle, Tortue à nez de cochon",Individual - Live,3230,,,,,
MOR4136,Thailand,Thailand,2/29/2016 0:00,"154 Indian star tortoise - 150 Hamilton tortoise - Suvarnabhumi Airport, Thailand",154 Indian star tortoise - 150 Hamilton tortoise - Suvarnabhumi Airport,Geochelone elegans,"Indian Star Tortoise, Star Tortoise, Tortuga estrellada de la India, Tortue étoilée de l'Inde",Individual - Live,154,,,,,
MOR4136,Thailand,Thailand,2/29/2016 0:00,"154 Indian star tortoise - 150 Hamilton tortoise - Suvarnabhumi Airport, Thailand",154 Indian star tortoise - 150 Hamilton tortoise - Suvarnabhumi Airport,Geoclemys hamiltonii,"Black Pond Turtle, Black Spotted Turtle, Hamilton's Terrapin, Spotted Pond Turtle, Galápago de Hamilton, Galápago rayado, émyde en toit, Géoclemmyde d'Hamilton, Tortue de Hamilton",Individual - Live,150,,,,,
MOR4142,Malaysia,Malaysia,2/26/2016 0:00,18 tusks (101 kg) seized at Kuala Lumpur Airport - 2 arrested,Kuala Lumpur Airport,Elephantidae,Elephants,Tusk,18,101,Kilograms,1000000,MYR Malaysian Ringgit,240404
MOR4143,Malaysia,Malaysia,2/26/2016 0:00,58 kg ivory seized in Kuala Lumpur International Airport,Kuala Lumpur International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,58,Kilograms,,,
MOR4146,Indonesia,Indonesia,2/27/2016 0:00,Bear Parts seized at Soekarno Hatta Airport,Soekarno Hatta Airport,Ursidae,"Bears, Osos, Ours",Claw,9,,,,,
MOR4146,Indonesia,Indonesia,2/27/2016 0:00,Bear Parts seized at Soekarno Hatta Airport,Soekarno Hatta Airport,Ursidae,"Bears, Osos, Ours",Teeth,20,,,,,
MOR4146,Indonesia,Indonesia,2/27/2016 0:00,Bear Parts seized at Soekarno Hatta Airport,Soekarno Hatta Airport,Ursidae,"Bears, Osos, Ours",Gall Bladder,5,,,,,
MOR4146,Indonesia,Indonesia,2/27/2016 0:00,Bear Parts seized at Soekarno Hatta Airport,Soekarno Hatta Airport,Manidae,Pangolins,Scales,120,,,,,
MOR4167,Hong Kong,Hong Kong,2/10/2016 0:00,48 kg of live European Eels seized at Hong Kong International Airport,Hong Kong International Airport,Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Individual - Live,,48,Kilograms,,,
MOR4168,South Africa,South Africa,1/5/2016 0:00,0.5 ton of dried abalone seized at Cape Town International Airport [5 January 2016],Cape Town International Airport,Haliotis,Abalone,Individual - Dead,,0.5,Tonnes,1000000,ZAR South African Rand,65109
MOR4174,Hong Kong,Hong Kong,3/7/2016 0:00,63 kg European eels seized at Hong Kong International Airport - 2 arrested,Hong Kong International Airport,Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Individual - Live,,63,Kilograms,,,
MOR4175,Hong Kong,Hong Kong,3/7/2016 0:00,46 kg of smooth hammerhead shark fins seized at Hong Kong International Airport,Hong Kong International Airport,Sphyrna zygaena,Smooth hammerhead shark,Fins,,46,Kilograms,,,
MOR4182,Pakistan,Pakistan,3/8/2016 0:00,45 Black Spotted Turtles - Faisalabad Airport - One Man Arrested,45 Black Spotted Turtles - Faisalabad Airport,Geoclemys hamiltonii,"Black Pond Turtle, Black Spotted Turtle, Hamilton's Terrapin, Spotted Pond Turtle, Galápago de Hamilton, Galápago rayado, émyde en toit, Géoclemmyde d'Hamilton, Tortue de Hamilton",Individual - Live,45,,,,,
MOR4193,Philippines,Philippines,1/28/2016 0:00,47 animals seized at Ninoy Aquino International Airport - 1 charged,Ninoy Aquino International Airport,Hydrosaurus,Sailfin Lizard,Individual - Live,8,,,500,PHP Philippine Peso,10.4427
MOR4193,Philippines,Philippines,1/28/2016 0:00,47 animals seized at Ninoy Aquino International Airport - 1 charged,Ninoy Aquino International Airport,Tarsius syrichta,"Philippine Tarsier, Tarsier des Philippines",Individual - Live,11,,,5000,PHP Philippine Peso,104.427
MOR4193,Philippines,Philippines,1/28/2016 0:00,47 animals seized at Ninoy Aquino International Airport - 1 charged,Ninoy Aquino International Airport,Bubo philippensis,"Philippine Eagle-Owl, Búho filipino, Grand-duc des Philippines",Individual - Live,2,,,2500,PHP Philippine Peso,52.2135
MOR4193,Philippines,Philippines,1/28/2016 0:00,47 animals seized at Ninoy Aquino International Airport - 1 charged,Ninoy Aquino International Airport,Bubo philippensis,"Philippine Eagle-Owl, Búho filipino, Grand-duc des Philippines",Individual - Live,1,,,2500,PHP Philippine Peso,52.2135
MOR4194,Hong Kong,Hong Kong,3/14/2016 0:00,10 kg of ivory seized at Hong Kong International Airport - 1 arrested,Hong Kong International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,10,Kilograms,100000,HKD Hong Kong Dollar,12899
MOR4200,Indonesia,Indonesia,3/11/2016 0:00,1 rhino Horn seized at Supadio Airport,Supadio Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,1,,,,,
MOR4204,Hong Kong,Hong Kong,3/4/2016 0:00,91 kg of European eels seized at Hong Kong International Airport - 2 arrested,Hong Kong International Airport,Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Individual - Live,,91,Kilograms,,,
MOR4208,Hong Kong,Hong Kong,1/5/2016 0:00,109 kg of European eels seized at Hong Kong International Airport - 4 arrested,Hong Kong International Airport,Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Individual - Live,,109,Kilograms,,,
MOR4251,India,India,3/20/2016 0:00,146 Tortoises - Mumbai Airport - A Nepali National,146 Tortoises - Mumbai Airport,Astrochelys radiata,"Radiated Tortoise, Tortuga estrellada de Madagascar, Tortuga rayada, Tortue radiée de Madagascar, Tortue rayonnée",Individual - Live,137,,,,,
MOR4251,India,India,3/20/2016 0:00,146 Tortoises - Mumbai Airport - A Nepali National,146 Tortoises - Mumbai Airport,Astrochelys yniphora,"Angonoka, Madagascar Angulated Tortoise, Madagascar Tortoise, Tortuga de espolones, Tortuga de Madagascar, Tortuga globulosa malagache, Tortue à éperon, Tortue à plastron éperonné, Tortue à soc, Tortue à soc de Madagascar, Tortue de Madagascar, Ploughshare Tortoise",Individual - Live,7,,,,,
MOR4251,India,India,3/20/2016 0:00,146 Tortoises - Mumbai Airport - A Nepali National,146 Tortoises - Mumbai Airport,Astrochelys radiata,"Radiated Tortoise, Tortuga estrellada de Madagascar, Tortuga rayada, Tortue radiée de Madagascar, Tortue rayonnée",Individual - Dead,2,,,,,
MOR4271,Hong Kong,Hong Kong,2/25/2016 0:00,30 kg of live European Eels seized at Hong Kong International Airport - 1 arrested,Hong Kong International Airport,Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Individual - Live,,30,Kilograms,,,
MOR4276,"Tanzania, United Republic of","Tanzania, United Republic of",3/23/2016 0:00,61 red vervet monkeys seized at Kilimanjaro International Airport - 7 arrested,Kilimanjaro International Airport,Chlorocebus pygerythrus,Vervet Monkey,Individual - Live,61,,,15800000,TZS Tanzanian Shilling,7320
MOR4286,Kenya,Kenya,3/29/2016 0:00,18 pieces of ivory (64 kg) seized at Jomo Kenyatta International Airport,Jomo Kenyatta International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,18,64,Kilograms,640000,KES Kenyan Shilling,64139
MOR4315,Kenya,Kenya,8/2/2015 0:00,9.12 kg ivory pebbles seized at Jomo Kenyatta International Airport - 1 convicted,Jomo Kenyatta International Airport,Elephantidae,Elephants,Ivory - Worked,,9.12,Kilograms,,,
MOR4316,Hong Kong,Hong Kong,11/6/2015 0:00,16 kg ivory pieces seized at Hong Kong International Airport - 1 convicted,Hong Kong International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,16,Kilograms,160000,HKD Hong Kong Dollar,20642.6
MOR4317,Hong Kong,Hong Kong,11/13/2015 0:00,44 kg elephant ivory seized at Hong Kong International Airport - 1 fined,Hong Kong International Airport,Elephantidae,Elephants,Ivory - Worked,,44,Kilograms,,,
MOR4318,Hong Kong,Hong Kong,11/18/2015 0:00,15 kg of ivory carvings seized at Hong Kong International Airport - 1 convicted,Hong Kong International Airport,Elephantidae,Elephants,Ivory - Worked,,15,Kilograms,150000,HKD Hong Kong Dollar,19352.9
MOR4319,Hong Kong,Hong Kong,1/3/2016 0:00,18 kg ivory seized at Hong Kong International Airport - 1 arrested,Hong Kong International Airport,Elephantidae,Elephants,Ivory - Worked,,18,Kilograms,180000,HKD Hong Kong Dollar,23223.1
MOR4359,Indonesia,Indonesia,3/24/2016 0:00,"1,220 pig-nose turtles seized at Timika Airport, Papua",Timika Airport,Carettochelys insculpta,"Fly River Turtle, New Guinea Plateless Turtle, Pig-nosed Turtle, Pitted-shell Turtle, Tortue à nez de cochon",Individual - Live,1220,,,,,
MOR4366,Indonesia,Indonesia,3/23/2016 0:00,Two deer antlers seized from Supadio Airport Cargo,Supadio Airport,Rusa unicolor,Sambar,Horn,2,,,,,
MOR4382,India,India,3/1/2016 0:00,Key suspect in red sanders smuggling arrested at Mumbai Airport,Mumbai Airport,Pterocarpus santalinus,"Agaru, Red Sandalwood, Redsanders, Red Sanders, Saunderswood, Leno de Sandalo Rojo, Sándalo rojo, Bois de Santal Rouge, Santal rouge",,,,,,,
MOR44947,China,China,3/28/2015 0:00,14 ivory carvings (9.499 kg) seized at Wenzhou Longwan International Airport - 1 convicted,Wenzhou Longwan International Airport,Elephantidae,Elephants,Ivory - Worked,14,9.499,Kilograms,,,
MOR44948,China,China,4/15/2015 0:00,3.484 kg of ivory products seized at Shanghai Pudong International Airport - 1 convicted,Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,,3.484,Kilograms,,,
MOR44950,China,China,6/3/2015 0:00,2.974 kg of ivory seized at Chongqing Jiangbei International Airport - 1 convicted,Chongqing Jiangbei Airport,Elephantidae,Elephants,Ivory - Worked,,2.974,Kilograms,,,
MOR44951,China,China,8/21/2015 0:00,10 ivory products (3.709 kg) seized at Beijing Capital International Airport - 1 convicted,Beijing Capital Airport,Elephantidae,Elephants,Ivory Pieces - Raw,4,3.709,Kilograms,,,
MOR44951,China,China,8/21/2015 0:00,10 ivory products (3.709 kg) seized at Beijing Capital International Airport - 1 convicted,Beijing Capital Airport,Elephantidae,Elephants,Ivory - Worked,4,3.709,Kilograms,,,
MOR44951,China,China,8/21/2015 0:00,10 ivory products (3.709 kg) seized at Beijing Capital International Airport - 1 convicted,Beijing Capital Airport,Elephantidae,Elephants,Ivory - Worked,2,3.709,Kilograms,,,
MOR45598,Kenya,Kenya,1/11/2016 0:00,5 ivory bracelets seized at Jomo Kenyatta International Airport - 1 convicted,Jomo Kenyatta International Airport,Elephantidae,Elephants,Ivory - Worked,5,,,180000,KES Kenyan Shilling,1800
MOR46291,Zimbabwe,Zimbabwe,8/29/2015 0:00,62 tusks seized at Harare International Airport - 3 arrested,Harare International Airport,Elephantidae,Elephants,Tusk,62,,,,,
MOR46340,China,China,5/1/2016 0:00,2 donkey skins (8.8 kg) seized at Chongqing Jiangbei International Airport,Chongqing Jiangbei Airport,Equus africanus,"African Ass, African wild ass, Asno salvaje de África, Ane sauvage d'Afrique",Skin,2,8.8,Kilograms,,,
MOR46352,China,China,1/15/2016 0:00,30 kg pangolin scales Guangzhou Baiyun International Airport,30 kg pangolin scales Guangzhou Baiyun International Airport,Manidae,Pangolins,Scales,,30,Kilograms,,,
MOR4782,Indonesia,Indonesia,3/29/2016 0:00,Thousand of Arowana fishes seized Soekarno Hatta Airport,Arowana fishes seized Soekarno Hatta Airport,Scleropages formosus,"Arowana, Asian Arowana, Asian Bonytongue, Dragonfish, Golden Arowana, Golden Dragon Fish, Kelesa, Malayan Bonytongue, Pez lengüihueso malayo, Scléropage d'Asie",Individual - Live,793,,,,,
MOR4782,Indonesia,Indonesia,3/29/2016 0:00,Thousand of Arowana fishes seized Soekarno Hatta Airport,Arowana fishes seized Soekarno Hatta Airport,Osteoglossum bicirrhosum,"Arowana, Silver Arowana",Individual - Live,378,,,,,
MOR48331,Kenya,Kenya,1/9/2016 0:00,13 ivory products seized at Jomo Kenyatta International Airport - 1 convicted,Jomo Kenyatta International Airport,Elephantidae,Elephants,Ivory - Worked,13,,,60000,KES Kenyan Shilling,600
MOR4868,South Africa,South Africa,3/25/2015 0:00,5 kg rhino horn and shucked abalone seized at Cape Town International Airport,Cape Town International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,,5,Kilograms,,,
MOR4868,South Africa,South Africa,3/25/2015 0:00,5 kg rhino horn and shucked abalone seized at Cape Town International Airport,Cape Town International Airport,Haliotis,Abalone,Individual - Dead,,,,,,
MOR4903,Indonesia,Indonesia,4/21/2016 0:00,"140 birds seized in Supadio International Airport, West Kalimantan",Supadio International Airport,Copsychus saularis,Oriental Magpie-Robin,Individual - Live,27,,,,,
MOR4903,Indonesia,Indonesia,4/21/2016 0:00,"140 birds seized in Supadio International Airport, West Kalimantan",Supadio International Airport,Gracula religiosa,"Common Hill Myna, Hill Myna, Miná de la India, Miná religioso, Mainate Religieux, Merle des Indes",Individual - Live,13,,,,,
MOR4903,Indonesia,Indonesia,4/21/2016 0:00,"140 birds seized in Supadio International Airport, West Kalimantan",Supadio International Airport,Chloropsis sonnerati,Greater Green Leafbird,Individual - Live,3,,,,,
MOR4903,Indonesia,Indonesia,4/21/2016 0:00,"140 birds seized in Supadio International Airport, West Kalimantan",Supadio International Airport,Chloropsis cochinchinensis,Blue-winged Leafbird,Individual - Live,95,,,,,
MOR4928,Indonesia,Indonesia,4/19/2016 0:00,125 Kg of Spawning Crabs Seized at Syamsudin Noor International Airport,Syamsudin Noor International Airport,Decapoda-Brachyura,Crab,Individual - Live,,125,Kilograms,50000000,IDR Rupiah,
MOR4936,Mozambique,Mozambique,5/2/2016 0:00,22.4 kg of rhino horn seized at Maputo International Airport - 1 Vietnamese citizen,Maputo International Airport,Ceratotherium simum,"Grass Rhinoceros, Square-lipped Rhinoceros, White Rhinoceros, Rinoceronte blanco, Rhinocéros blanc",Horn,11,19.5,Kilograms,,,
MOR4936,Mozambique,Mozambique,5/2/2016 0:00,22.4 kg of rhino horn seized at Maputo International Airport - 1 Vietnamese citizen,Maputo International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,376,2.8,Kilograms,,,
MOR4936,Mozambique,Mozambique,5/2/2016 0:00,22.4 kg of rhino horn seized at Maputo International Airport - 1 Vietnamese citizen,Maputo International Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,907,1,Kilograms,,,
MOR4967,Indonesia,Indonesia,5/12/2016 0:00,400 birds seized in Kualanamu International Airport,Kualanamu International Airport,Chloropsis sonnerati,Greater Green Leafbird,Individual - Live,400,,,,,
MOR4967,Indonesia,Indonesia,5/12/2016 0:00,400 birds seized in Kualanamu International Airport,Kualanamu International Airport,Copsychus malabaricus,White-rumped Shama,Individual - Live,400,,,,,
MOR4967,Indonesia,Indonesia,5/12/2016 0:00,400 birds seized in Kualanamu International Airport,Kualanamu International Airport,Copsychus saularis,Oriental Magpie-Robin,Individual - Live,400,,,,,
MOR5007,Malaysia,Malaysia,5/12/2016 0:00,31 black pond turtles seized at Kuala Lumpur International Airport - 2 arrested,Kuala Lumpur International Airport,Geoclemys hamiltonii,"Black Pond Turtle, Black Spotted Turtle, Hamilton's Terrapin, Spotted Pond Turtle, Galápago de Hamilton, Galápago rayado, émyde en toit, Géoclemmyde d'Hamilton, Tortue de Hamilton",Individual - Live,31,,,,,
MOR5268,Germany,Germany,5/20/2016 0:00,625 kg ivory seized at Berlin Schoenefeld Airport,Berlin Schoenefeld Airport,Loxodonta africana,"African Elephant, African Savannah Elephant, Elefante africano, Eléphant africain, Eléphant d'Afrique",Ivory - Worked,,625,Kilograms,,,
MOR5287,Indonesia,Indonesia,5/21/2016 0:00,"377 ivory pieces, worth IDR 6 billion, seized by Customs at Soekarno Hatta Airport, Indonesia",Soekarno Hatta Airport,Loxodonta africana,"African Elephant, African Savannah Elephant, Elefante africano, Eléphant africain, Eléphant d'Afrique",Ivory Pieces - Raw,377,,,6000000000,IDR Rupiah,441000
MOR52935,Liberia,Liberia,6/1/2015 0:00,12 kg of pangolin scales seized at James Spriggs Payne Airport,James Spriggs Payne Airport,Manidae,Pangolins,Scales,,12,Kilograms,,,
MOR5303,Indonesia,Indonesia,6/2/2016 0:00,"2 pig-nosed turtles, monitor lizards and snakes seized at Mopah Merauke Airport, one suspect",Mopah Merauke Airport,Carettochelys insculpta,"Fly River Turtle, New Guinea Plateless Turtle, Pig-nosed Turtle, Pitted-shell Turtle, Tortue à nez de cochon",Individual - Live,2,,,,,
MOR5303,Indonesia,Indonesia,6/2/2016 0:00,"2 pig-nosed turtles, monitor lizards and snakes seized at Mopah Merauke Airport, one suspect",Mopah Merauke Airport,Morelia amethistina,"Amethystine (Rock) Python, Scrub Python, Pitón ametista, Python améthiste, Python de la brousse, Python des rochers",Individual - Live,18,,,,,
MOR5308,South Africa,South Africa,1/23/2015 0:00,150 abalone seized at Cape Town International Airport - 1 Chinese national convicted,Cape Town International Airport,Haliotis,Abalone,Individual - Dead,150,,,,,
MOR5309,South Africa,South Africa,1/26/2015 0:00,"2 rhino horn, 3 lion claws, crocodile meat and rhino horn powder seized at Cape Town International Airport - 1 suspect convicted",Cape Town International Airport,Crocodylus niloticus,"African Crocodile, Nile Crocodile, Cocodrilo del Nilo, Crocodile du Nil",Meat,,2.982,Kilograms,,,
