Report ID,Category of Incident,Country of Incident,Date of Incident,Subject,Airport,Full Scientific Name,Common Name,Item / Commodity Type,Count,Quantity - Weight,Unit of Weight,Estimated Value,Currency,Value in USD
MOR27958,1. Seizure,Peru,1/13/2020 0:00,20 live birds seized at Jorge Chavez Airport,Jorge Chavez Airport,Tangara phillipsi,Sira Tanager,Individual - Live,1,,,,,
MOR27958,1. Seizure,Peru,1/13/2020 0:00,20 live birds seized at Jorge Chavez Airport,Jorge Chavez Airport,Tangara vassorii,Blue-and-black Tanager,Individual - Live,8,,,,,
MOR27960,1. Seizure,China,1/20/2020 0:00,"elephant & crocodile leather seized at Jinan Airport, from Bangkok",Jinan Airport,Crocodylidae,"Cocodrilos, Crocodiles",Skin - Leather Product,3,0.735000014,,,,
MOR27960,1. Seizure,China,1/20/2020 0:00,"elephant & crocodile leather seized at Jinan Airport, from Bangkok",Jinan Airport,Elephantidae,Elephants,Skin - Leather Product,1,0.195999995,Kilograms,,,
MOR27961,1. Seizure,India,1/21/2020 0:00,"Marmoset monkeys, squirrels and reptiles seized at Chennai International Airport, three suspects arrested",Chennai International Airport,Saguinus midas,"Negro Tamarin, Red-handed Tamarin, Tamarin aux mains rousses",Individual - Live,,,,,,
MOR27961,1. Seizure,India,1/21/2020 0:00,"Marmoset monkeys, squirrels and reptiles seized at Chennai International Airport, three suspects arrested",Chennai International Airport,Callosciurus prevostii,"Prevost's squirrel, Asian tri-colored squirrel",Individual - Live,,,,,,
MOR27961,1. Seizure,India,1/21/2020 0:00,"Marmoset monkeys, squirrels and reptiles seized at Chennai International Airport, three suspects arrested",Chennai International Airport,Callithrix jacchus,"Common Marmoset, White-tufted-ear Marmoset, Ouistiti à pinceaux blancs, Ouistiti à toupet blanc, Ouistiti commun",Individual - Live,,,,,,
MOR27962,1. Seizure,France,1/26/2020 0:00,21kg of glass eels seized at Toulouse-Blagnac Airport - 1 Malaysian national convicted,Toulouse-Blagnac Airport,Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Fingerlings/fry,,21,Kilograms,,,
MOR27963,1. Seizure,China,1/21/2020 0:00,"43 ivory carvings (1.114kg) seized at Guangzhou Baiyun Airport, two female suspects",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,43,1.11500001,Kilograms,,,
MOR27964,1. Seizure,China,1/21/2020 0:00,"4 ivory carvings (0.182kg) seized at Guangzhou Baiyun Airport, one female suspect",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,4,0.181999996,Kilograms,,,
MOR27967,1. Seizure,Portugal,2/1/2020 0:00,"70kg of eels seized at Lisbon Airport, four suspects arrested",Lisbon Airport,Anguilla anguilla,"Common eel, Eel, European eel, River eel, Silver eel, Sing eel, Weed eel, Yellow eel, Anguila, Anguila europea, Anguilla, Anguilla catarrojina, Anguilla fartona, Anguilla maresa, Anguilla martina, Anguilla pastorenca, Anguilla pugaron, Angèle, Anguielo",Fingerlings/fry,,70,Kilograms,,,
MOR27970,1. Seizure,Mexico,2/1/2020 0:00,Two live geckos seized at Merida International Airport,Merida International Airport,Squamata-Lacertilia,Lizards,Individual - Live,2,,,,,
MOR27971,1. Seizure,Mexico,2/4/2020 0:00,8.5 kg of totoaba swim bladders seized at Abraham Gonzalez Airport,Abraham Gonzalez Airport,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Swim Bladder,,8.5,Kilograms,,,
MOR27972,1. Seizure,China,2/8/2020 0:00,"17 ivory carvings (0.4825kg) seized at Guangzhou Baiyun Airport, one suspect",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,17,0.482499987,Kilograms,,,
MOR27972,1. Seizure,China,2/8/2020 0:00,"17 ivory carvings (0.4825kg) seized at Guangzhou Baiyun Airport, one suspect",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,17,0.482499987,Kilograms,,,
MOR27974,1. Seizure,Mexico,2/1/2020 0:00,5.5kg of totoaba meat seized at Ciudad Juárez International Airport,Ciudad Juárez International Airport,Totoaba macdonaldi,"MacDonald's Weakfish, Totoaba, Totoba, Acoupa De Macdonald",Meat,,5.5,Kilograms,,,
MOR28013,1. Seizure,Singapore,1/5/2020 0:00,11 pieces of rhino horns (22.085 kg) seized at Changi Airport - 1 South African national convicted,Changi Airport,Ceratotherium simum,"Grass Rhinoceros, Square-lipped Rhinoceros, White Rhinoceros, Rinoceronte blanco, Rhinocéros blanc",Horn Pieces - Raw,11,22.08499908,Kilograms,,,
MOR28027,1. Seizure,China,3/23/2020 0:00,2 ivory bracelets seized at Chengdu Airport,Chengdu Airport,Elephantidae,Elephants,Ivory - Worked,1,0.194999993,Kilograms,,,
MOR28027,1. Seizure,China,3/23/2020 0:00,2 ivory bracelets seized at Chengdu Airport,Chengdu Airport,Elephantidae,Elephants,Ivory - Worked,1,0.194999993,Kilograms,,,
MOR28071,1. Seizure,China,1/15/2020 0:00,"6 ivory scroll heads (158g) seized at Qingdao Liuting Airport, from Tokyo",Qingdao Liuting Airport,Elephantidae,Elephants,Ivory - Worked,6,0.158000007,Kilograms,,,
MOR28073,1. Seizure,China,1/17/2020 0:00,"ivory necklace (24g) seized at Chongqing Jiangbei Airport, from Thailand",Chongqing Jiangbei Airport,Elephantidae,Elephants,Ivory - Worked,1,0.024,Kilograms,,,
MOR28075,1. Seizure,China,1/18/2020 0:00,"11 ivory jewellry pieces (347g) seized at Qingdao Liuting Airport, from Hong Kong",Qingdao Liuting Airport,Elephantidae,Elephants,Ivory - Worked,2,0.347000003,Kilograms,,,
MOR28075,1. Seizure,China,1/18/2020 0:00,"11 ivory jewellry pieces (347g) seized at Qingdao Liuting Airport, from Hong Kong",Qingdao Liuting Airport,Elephantidae,Elephants,Ivory - Worked,3,0.347000003,Kilograms,,,
MOR28075,1. Seizure,China,1/18/2020 0:00,"11 ivory jewellry pieces (347g) seized at Qingdao Liuting Airport, from Hong Kong",Qingdao Liuting Airport,Elephantidae,Elephants,Ivory - Worked,5,0.347000003,Kilograms,,,
MOR28075,1. Seizure,China,1/18/2020 0:00,"11 ivory jewellry pieces (347g) seized at Qingdao Liuting Airport, from Hong Kong",Qingdao Liuting Airport,Elephantidae,Elephants,Ivory - Worked,1,0.347000003,Kilograms,,,
MOR28077,1. Seizure,China,1/20/2020 0:00,"ivory pendant seized at Jinan Airport, from Phuket",Jinan Airport,Elephantidae,Elephants,Ivory - Worked,1,0.018999999,,,,
MOR28078,1. Seizure,China,1/20/2020 0:00,"ivory pendant seized at Jinan Airport, from Japan",Jinan Airport,Elephantidae,Elephants,Ivory - Worked,1,0.017999999,Kilograms,,,
MOR28149,1. Seizure,China,10/21/2019 0:00,7 ivory products (0.3166kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,7,0.316599995,Kilograms,,,
MOR28150,1. Seizure,China,10/22/2019 0:00,One piece of ivory weighing 1.351kg seized at Shanghai Pudong International Airport,Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,1,1.350999951,Kilograms,,,
MOR28235,1. Seizure,China,10/24/2019 0:00,8 ivory products (0.2735kg) seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,8,0.273499995,Kilograms,,,
MOR28235,1. Seizure,China,10/24/2019 0:00,8 ivory products (0.2735kg) seized at Guangzhou Baiyun Airport,Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,8,0.273499995,Kilograms,,,
MOR28245,1. Seizure,China,11/1/2019 0:00,2 ivory products and 1 tiger tooth seized at Sunan Shuofang International Airport,Sunan Shuofang International Airport,Panthera tigris,"Tiger, Tigre",Teeth,1,,,,,
MOR28245,1. Seizure,China,11/1/2019 0:00,2 ivory products and 1 tiger tooth seized at Sunan Shuofang International Airport,Sunan Shuofang International Airport,Canis lupus,"Common Wolf, Grey Wolf, Timber Wolf, Wolf, Lobo, Lobo común, Loup, Loup gris, Loup vulgaire",Teeth,1,,,,,
MOR28245,1. Seizure,China,11/1/2019 0:00,2 ivory products and 1 tiger tooth seized at Sunan Shuofang International Airport,Sunan Shuofang International Airport,Elephantidae,Elephants,Ivory - Worked,2,,,,,
MOR28259,1. Seizure,China,11/24/2019 0:00,"13 ivory carvings (0.441kg total) seized at Guangzhou Baiyun Airport, 1 female suspect",Guangzhou Baiyun Airport,Elephantidae,Elephants,Ivory - Worked,13,0.441000015,Kilograms,,,
MOR28372,1. Seizure,China,12/3/2019 0:00,1 ivory bracelet (0.078kg) seized at Jinan Airport,Jinan Airport,Elephantidae,Elephants,Ivory - Worked,1,0.078000002,Kilograms,,,
MOR28680,1. Seizure,China,11/27/2019 0:00,2 ivory bracelets (0.06286 kg) seized at Jieyang Chaoshan Airport,Jieyang Chaoshan Airport,Elephantidae,Elephants,Ivory - Worked,2,0.062859997,Kilograms,,,
MOR28986,1. Seizure,China,3/17/2020 0:00,"4 kg of rhino horn, tiger bone and antelope horn seized at Shijiazhuang Airport",Shijiazhuang Airport,Ursidae,"Bears, Osos, Ours",Bile Products,,4,Kilograms,,,
MOR28986,1. Seizure,China,3/17/2020 0:00,"4 kg of rhino horn, tiger bone and antelope horn seized at Shijiazhuang Airport",Shijiazhuang Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn,,4,Kilograms,,,
MOR28986,1. Seizure,China,3/17/2020 0:00,"4 kg of rhino horn, tiger bone and antelope horn seized at Shijiazhuang Airport",Shijiazhuang Airport,Panthera tigris,"Tiger, Tigre",Bone,,4,Kilograms,,,
MOR28987,1. Seizure,Mexico,4/1/2020 0:00,Crocodile skins seized at San Luis Potosí International Airport,San Luis Potosí International Airport,Crocodylus moreletii,"Belize Crocodile, Morelet's Crocodile, Caimán de Morelet, Cocodrilo de Morelet, Crocodile de Morelet",Skin,,42.41999817,Kilograms,,,
MOR28991,1. Seizure,Mexico,4/1/2020 0:00,African lion cub seized at Oaxaca International Airport,Oaxaca International Airport,Panthera leo,"Lion, León, Lion d'Afrique",Individual - Live,1,,,,,
MOR29716,1. Seizure,United States of America,11/1/2019 0:00,"1,432 pieces of turtle shells seized at Miami International Airport",Miami International Airport,Eretmochelys imbricata,"Hawksbill Turtle, Tortuga carey, Tortuga de carey, Caret, Tortue à bec de faucon, Tortue à écailles, Tortue imbriquée",Shell,1432,131.542,Kilograms,,,
MOR29716,1. Seizure,United States of America,11/1/2019 0:00,"1,432 pieces of turtle shells seized at Miami International Airport",Miami International Airport,Chelonia mydas,"Green Turtle, Tortuga blanca, Tortuga verde, Tortue comestible, Tortue franche, Tortue verte",Shell,1432,131.542,Kilograms,,,
MOR30268,1. Seizure,India,2/19/2020 0:00,"4.3 kg of monkey meat, 3.7kg of venison and 9.10 kg of bear seized at Imphal Airport",Imphal Airport,Ursidae,"Bears, Osos, Ours",Meat,,9.100000381,Kilograms,,,
MOR30268,1. Seizure,India,2/19/2020 0:00,"4.3 kg of monkey meat, 3.7kg of venison and 9.10 kg of bear seized at Imphal Airport",Imphal Airport,Primates,"Apes, Monkeys, Simios, Monos, Primates",Meat,,4.300000191,Kilograms,,,
MOR30269,1. Seizure,Mexico,3/11/2020 0:00,12 Green Macaw seized at Mazatlán International Airport,Mazatlán International Airport,Ara militaris,"Military Macaw, Guacamayo militar, Guacamayo verde, Ara militaire",Individual - Live,12,,,,,
MOR30298,1. Seizure,Japan,1/1/2020 0:00,"60kg of Japanese eel fry seized at Kansai International Airport, seven suspects arrested",Kansai International Airport,Anguilla japonica,Japanese Eel,Fingerlings/fry,,60,Kilograms,,,
MOR30639,1. Seizure,China,3/1/2020 0:00,3 staghorn corals seized at Mangshi International Airport,Mangshi International Airport,Acropora cervicornis,"Staghorn Coral, Coral cuerno de ciervo, Corail cornes de cerf",Coral - Raw,3,9.539999962,Kilograms,,,
MOR30642,1. Seizure,Germany,1/8/2020 0:00,1 kg of hard corals seized at Frankfurt Airport,Frankfurt Airport,Scleractinia,"Stony Corals, Corales Pétreos, Coraux Durs",Coral - Raw,,1,Kilograms,,,
MOR30643,1. Seizure,Germany,1/8/2020 0:00,"One bear paw seized at Frankfurt Airport, one suspect",Frankfurt Airport,Ursus arctos,"Brown Bear, Grizzly Bear, Oso pardo, Ours brun, Ours grizzly",Paw,1,,,,,
MOR30644,1. Seizure,Germany,1/8/2020 0:00,Carved elephant tusk seized from passengers luggage at Frankfurt Airport,Frankfurt Airport,Elephantidae,Elephants,Ivory - Worked,1,,,,,
MOR30645,1. Seizure,Germany,1/1/2020 0:00,21 pieces of stony coral seized at Karlsruhe-Baden-Baden International Airport,Karlsruhe-Baden-Baden International Airport,Scleractinia,"Stony Corals, Corales Pétreos, Coraux Durs",Coral - Raw,21,,,,,
MOR31064,1. Seizure,India,1/31/2020 0:00,"Mammals, rodents, amphibians, insects and reptiles seized at Chennai International Airport, one suspect",Chennai International Airport,Suricata suricatta,"Meerkat, Suricate",Individual - Live,2,,,,,
MOR31064,1. Seizure,India,1/31/2020 0:00,"Mammals, rodents, amphibians, insects and reptiles seized at Chennai International Airport, one suspect",Chennai International Airport,Rattus,"Rat, Common Rat",Individual - Live,1,,,,,
MOR31064,1. Seizure,India,1/31/2020 0:00,"Mammals, rodents, amphibians, insects and reptiles seized at Chennai International Airport, one suspect",Chennai International Airport,Iguana iguana,"Common Iguana, Green Iguana, Gallina de palo, Iguana verde, Iguane commun, Iguane vert",Individual - Live,1,,,,,
MOR31405,1. Seizure,Russian Federation,1/1/2020 0:00,"Tiger bone, canine tooth and bear bile seized at Vladivostok Airport - 1 convicted",Vladivostok Airport,Ursidae,"Bears, Osos, Ours",Bile Products,1,,,,,
MOR31405,1. Seizure,Russian Federation,1/1/2020 0:00,"Tiger bone, canine tooth and bear bile seized at Vladivostok Airport - 1 convicted",Vladivostok Airport,Panthera tigris,"Tiger, Tigre",Teeth,1,,,,,
MOR31405,1. Seizure,Russian Federation,1/1/2020 0:00,"Tiger bone, canine tooth and bear bile seized at Vladivostok Airport - 1 convicted",Vladivostok Airport,Panthera tigris,"Tiger, Tigre",Bone,1,,,,,
MOR31466,1. Seizure,China,2/1/2020 0:00,40 grams of ivory carvings seized at Zhanjiang Airport,Zhanjiang Airport,Elephantidae,Elephants,Ivory - Worked,1,0.04,Kilograms,,,
MOR31951,1. Seizure,China,1/1/2020 0:00,5 strings of giant clam beads seized at Lanzhou Zhongchuan Airport,Lanzhou Zhongchuan Airport,Tridacnidae,"Giant Clams, Almejas Gigantes, Bénitiers",Carvings,5,0.2155,Kilograms,,,
MOR33622,1. Seizure,China,1/13/2020 0:00,2 Giant clam shells seized at Hangzhou Xiaoshan International Airport,Hangzhou Xiaoshan Airport,Tridacna squamosa,"Fluted Clam, Fluted Giant Clam, Scaly Clam",Shell,2,,,,,
MOR33623,1. Seizure,China,2/20/2020 0:00,Clams seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Cassis cornuta,Horned Helmet Shell,Individual - Unknown,,1.95,Kilograms,,,
MOR33623,1. Seizure,China,2/20/2020 0:00,Clams seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Tridacnidae,"Giant Clams, Almejas Gigantes, Bénitiers",Individual - Unknown,,1.25,Kilograms,,,
MOR33624,1. Seizure,China,3/3/2020 0:00,3 Horned helmets seized at Mangshi Dehong Airport,Mangshi Dehong Airport,Cassis cornuta,Horned Helmet Shell,Individual - Dead,3,,,,,
MOR33631,1. Seizure,China,1/22/2020 0:00,3 Queensland seahorses and 2 giant clam bracelets seized at Hangzhou Xiaoshan International Airport,Hangzhou Xiaoshan Airport,Tridacnidae,"Giant Clams, Almejas Gigantes, Bénitiers",Shell - Worked,2,0.055,Kilograms,,,
MOR33631,1. Seizure,China,1/22/2020 0:00,3 Queensland seahorses and 2 giant clam bracelets seized at Hangzhou Xiaoshan International Airport,Hangzhou Xiaoshan Airport,Hippocampus spinosissimus,Hedgehog Seahorse,Individual - Dead,3,0.015,Kilograms,,,
MOR33685,1. Seizure,Germany,1/8/2020 0:00,240 capsules containing Prunus africana seized at Frankfurt Airport,Frankfurt Airport,Prunus africana,"African Cherry, Kanda Stick, Red Stinkwood, Ciruelo africano, Pigeum, Prunier d'Afrique, Pygeum",Derivatives NES,240,,,,,
MOR33686,1. Seizure,Germany,1/8/2020 0:00,Vial of king cobra fat seized at Frankfurt Airport,Frankfurt Airport,Ophiophagus hannah,"Hamadryad, King Cobra, Cobra real, Cobra royal, Hamadryade, Hamadryas",Derivatives NES,,,,,,
MOR33769,1. Seizure,United States of America,2/24/2020 0:00,2 Cuban grassquits seized at Miami International Airport,Miami International Airport,Tiaris canorus,Cuban grassquit,Individual - Live,1,,,,,
MOR33769,1. Seizure,United States of America,2/24/2020 0:00,2 Cuban grassquits seized at Miami International Airport,Miami International Airport,Tiaris canorus,Cuban grassquit,Individual - Dead,1,,,,,
MOR33800,1. Seizure,Mexico,1/31/2020 0:00,"1 Military Macaw seized at Manuel Crescencio Rejon de Mérida International Airport, Yucatan",Manuel Crescencio Rejon de Mérida International Airport,Ara militaris,"Military Macaw, Guacamayo militar, Guacamayo verde, Ara militaire",Individual - Live,1,,,,,
MOR33853,1. Seizure,Netherlands,1/13/2020 0:00,27 birds seized at Amsterdam-Schiphol International Airport,Amsterdam Schiphol Airport,Oryzoborus angolensis,"Chestnut-bellied Seed Finch, Lesser Seed Finch",Individual - Live,27,,,,,
MOR33973,1. Seizure,China,1/5/2020 0:00,11 ivory bracelets (0.44 kg) seized at Shanghai Pudong International Airport - 2 suspects,Shanghai Pudong International Airport,Elephantidae,Elephants,Ivory - Worked,11,0.44,Kilograms,,,
MOR33974,1. Seizure,China,1/1/2020 0:00,21 ivory carvings (0.775 kg) seized at Lanzhou Zhongchuan International Airport,Lanzhou Zhongchuan Airport,Elephantidae,Elephants,Ivory - Worked,21,0.77561,Kilograms,,,
MOR33975,1. Seizure,China,2/1/2020 0:00,Ivory carvings (0.235 kg) seized at Guangzhou Baiyun International Airport,Guangzhou Baiyun International Airport,Elephantidae,Elephants,Ivory - Worked,,0.235,Kilograms,,,
MOR33978,1. Seizure,China,1/1/2020 0:00,"Ivory earrings, bracelet and fish oil seized at Tianjin Binhai International Airport",Tianjin Binhai International Airport,Elephantidae,Elephants,Ivory - Worked,4,,,,,
MOR33978,1. Seizure,China,1/1/2020 0:00,"Ivory earrings, bracelet and fish oil seized at Tianjin Binhai International Airport",Tianjin Binhai International Airport,Elephantidae,Elephants,Ivory - Worked,1,,,,,
MOR34248,1. Seizure,Zimbabwe,11/2/2019 0:00,11 spotted hyenas seized at Harare International Airport,Harare International Airport,Crocuta crocuta,Spotted Hyena,Individual - Live,10,,,,,
MOR34248,1. Seizure,Zimbabwe,11/2/2019 0:00,11 spotted hyenas seized at Harare International Airport,Harare International Airport,Crocuta crocuta,Spotted Hyena,Individual - Live,1,,,,,
MOR34433,1. Seizure,India,1/7/2020 0:00,Hog deer horns seized at Lokpriya Gopinath Bordoloi International Airport - 1 arrested,Lokpriya Gopinath Bordoloi International Airport,Axis porcinus,Hog Deer,Horn,3,,,,,
MOR35083,1. Seizure,Sri Lanka,2/16/2020 0:00,775.3 kg of Snaggletooth shark seized at Bandaranaike International Airport,Bandaranaike International Airport,Hemipristis elongata,Snaggletooth Shark,Individual - Dead,,775.3,Kilograms,2130484,LKR Sri Lanka Rupee,11634.4
MOR35089,1. Seizure,Sri Lanka,2/22/2020 0:00,11.3 kg of Tomato hind fish seized at Bandaranaike International Airport,Bandaranaike International Airport,Cephalopholis sonnerati,"Tomato Grouper, Tomato cod, coral cod, coral trout, Tomato Hind",Individual - Dead,,20,Kilograms,,,
MOR10020,Hong Kong,Hong Kong,8/25/2017 0:00,23 kg worked ivory seized at Hong Kong International Airport - 1 arrested,Hong Kong International Airport,Elephantidae,Elephants,Ivory - Worked,,23,Kilograms,460000,HKD Hong Kong Dollar,58788
MOR10046,Zimbabwe,Zimbabwe,8/24/2017 0:00,ivory products & crocodile belts seized at Harare Airport - 2 arrested,Harare Airport,Crocodylia,"Alligators, Caimans, Crocodiles, Aligatores, Caimanes, Cocodrilos, Crocodiles, Alligators, Caïmans",Skin - Leather Product,2,,,,,
MOR10046,Zimbabwe,Zimbabwe,8/24/2017 0:00,ivory products & crocodile belts seized at Harare Airport - 2 arrested,Harare Airport,Elephantidae,Elephants,Ivory - Worked,2,,,,,
MOR10046,Zimbabwe,Zimbabwe,8/24/2017 0:00,ivory products & crocodile belts seized at Harare Airport - 2 arrested,Harare Airport,Elephantidae,Elephants,Ivory - Worked,3,,,,,
MOR10046,Zimbabwe,Zimbabwe,8/24/2017 0:00,ivory products & crocodile belts seized at Harare Airport - 2 arrested,Harare Airport,Elephantidae,Elephants,Ivory - Worked,4,,,,,
MOR10055,Singapore,Singapore,8/31/2017 0:00,8 rhino horn pieces (2.98 kg) seized at Changi Airport - 1 convicted,Changi Airport,Diceros bicornis,"Black Rhinoceros, Browse Rhinoceros, Hook-lipped Rhinoceros, Rinoceronte negro, Rhinocéros noir",Horn Pieces - Raw,8,2.98,Kilograms,,,
MOR10055,Singapore,Singapore,8/31/2017 0:00,8 rhino horn pieces (2.98 kg) seized at Changi Airport - 1 convicted,Changi Airport,Ceratotherium simum,"Grass Rhinoceros, Square-lipped Rhinoceros, White Rhinoceros, Rinoceronte blanco, Rhinocéros blanc",Horn Pieces - Raw,8,2.98,Kilograms,,,
MOR10108,Thailand,Thailand,9/7/2017 0:00,2 fennec foxes and 4 jerboas seized at Suvarnabhumi Airport - 1 charged,Suvarnabhumi Airport,Vulpes zerda,"Fennec Fox, Fennec, Zorro del Sahara, Fennec",Individual - Live,2,,,,,
MOR10110,Hong Kong,Hong Kong,9/9/2017 0:00,22 kg worked ivory seized at Hong Kong International Airport,Hong Kong International Airport,Elephantidae,Elephants,Ivory - Worked,,22,Kilograms,440000,HKD Hong Kong Dollar,56347
MOR10121,South Africa,South Africa,1/6/2015 0:00,5 dead lizards seized O.R. Tambo International Airport - 1 arrested,5 dead lizards seized O.R. Tambo International Airport,Squamata-Lacertilia,Lizards,Individual - Dead,5,,,,,
MOR10149,Indonesia,Indonesia,5/23/2017 0:00,Indian Tourist Discovered at Bali Airport with a Suitcase Full of Valuable Snakes and Lizards,Bali Airport,Python bivittatus,"Burmese python, Python molure à deux bandes",Individual - Live,7,,,,,
MOR10149,Indonesia,Indonesia,5/23/2017 0:00,Indian Tourist Discovered at Bali Airport with a Suitcase Full of Valuable Snakes and Lizards,Bali Airport,Python reticulatus,"Java Rock Python, Regal Python, Reticulated Python, Pitón reticulada, Python réticulé",Individual - Live,9,,,,,
MOR10149,Indonesia,Indonesia,5/23/2017 0:00,Indian Tourist Discovered at Bali Airport with a Suitcase Full of Valuable Snakes and Lizards,Bali Airport,Varanus exanthematicus,"African Large-grain Lizard, African Savanna Monitor, Bosc's Monitor, Northern Savanna Monitor, Varan des savanes, Varan des steppes",Individual - Live,6,,,,,
MOR10159,Pakistan,Pakistan,9/23/2016 0:00,"Seven partridges seized at Benazir Bhutto Airport, one man arrested",Benazir Bhutto Airport,Perdix perdix,Grey Partridge,Individual - Live,4,,,,,
MOR10187,Hong Kong,Hong Kong,9/16/2017 0:00,60 kg of ivory seized at Hong Kong International Airport - 2 convicted,Hong Kong International Airport,Elephantidae,Elephants,Ivory Pieces - Raw,,60,Kilograms,1194200,HKD Hong Kong Dollar,152788
MOR10199,Pakistan,Pakistan,9/19/2017 0:00,16 kg of dried Parts from 68 Indian Narrow-headed Softshell Turtles seized at Jinnah International Airport,Jinnah International Airport,Chitra indica,Indian Narrow-headed Softshell Turtle,Body parts (Not elsewhere specified),,16,Kilograms,,,
MOR10238,Indonesia,Indonesia,3/6/2017 0:00,live snakes seized from suitcase at Ngurah Rai International Airport - 2 Chinese arrested,Ngurah Rai International Airport,Boiga dendrophila,"Mangrove Snake, Gold-ringed Cat Snake",Individual - Live,1,,,,,
MOR10238,Indonesia,Indonesia,3/6/2017 0:00,live snakes seized from suitcase at Ngurah Rai International Airport - 2 Chinese arrested,Ngurah Rai International Airport,Trimeresurus albolabris,White-lipped Tree Viper,Individual - Live,1,,,,,
MOR10238,Indonesia,Indonesia,3/6/2017 0:00,live snakes seized from suitcase at Ngurah Rai International Airport - 2 Chinese arrested,Ngurah Rai International Airport,Gonyosoma oxycephalum,Red-tailed Green Ratsnake,Individual - Live,2,,,,,
MOR10249,Indonesia,Indonesia,3/9/2017 0:00,"2 estuarine crocodiles seized at Sultan Aji Muhammad Sulaiman Sepinggan International Airport, East Kalimantan",Sultan Aji Muhammad Sulaiman Airport,Crocodylus porosus,"Estuarine Crocodile, Salt-water Crocodile, Cocodrilo poroso, Crocodile d'estuaire, Crocodile marin",Individual - Live,2,,,,,
MOR10294,Thailand,Thailand,9/7/2017 0:00,28 ivory pieces (41.09 kg) seized at Bangkok International Suvarnabhumi Airport,Bangkok International Suvarnabhumi Airport,Loxodonta africana,"African Elephant, African Savannah Elephant, Elefante africano, Eléphant africain, Eléphant d'Afrique",Ivory Pieces - Raw,28,41.09,Kilograms,4000000,THB Baht,120479
MOR10312,Thailand,Thailand,9/24/2017 0:00,15 rhino horn pieces (7.4 kg) seized at Suvarnabhumi Airport - 3 Vietnamese arrested,Suvarnabhumi Airport,Rhinocerotidae,"Rhinoceroses, Rinocerontes, Rhinocéros",Horn Pieces - Raw,15,7.4,Kilograms,15000000,THB Baht,453255
MOR10316,Indonesia,Indonesia,4/8/2017 0:00,"150 pig-nosed turtles, 42 red-bellied turtles and others seized at Soekarno-Hatta International Airport - 1 arrested",Soekarno-Hatta International Airport,Serrasalmidae,Pacu,Individual - Live,20,,,,,
MOR10316,Indonesia,Indonesia,4/8/2017 0:00,"150 pig-nosed turtles, 42 red-bellied turtles and others seized at Soekarno-Hatta International Airport - 1 arrested",Soekarno-Hatta International Airport,Emydura subglobosa,"Diamond-head Turtle, Red-bellied Short-necked Turtle",Individual - Live,42,,,,,
MOR10316,Indonesia,Indonesia,4/8/2017 0:00,"150 pig-nosed turtles, 42 red-bellied turtles and others seized at Soekarno-Hatta International Airport - 1 arrested",Soekarno-Hatta International Airport,Carettochelys insculpta,"Fly River Turtle, New Guinea Plateless Turtle, Pig-nosed Turtle, Pitted-shell Turtle, Tortue à nez de cochon",Individual - Live,150,,,,,
MOR10854,Indonesia,Indonesia,5/10/2017 0:00,"4 live baby crocodiles seized at Kalimarau Airport, East Java",Kalimarau Airport,Crocodylus porosus,"Estuarine Crocodile, Salt-water Crocodile, Cocodrilo poroso, Crocodile d'estuaire, Crocodile marin",Individual - Live,4,,,,,
MOR10932,Sri Lanka,Sri Lanka,2/17/2017 0:00,"11 kilograms of Pangolin scales seized at Bandaranaike International Airport, one woman arrested",Bandaranaike International Airport,Manidae,Pangolins,Scales,,11,Kilograms,,,
MOR11160,India,India,6/28/2015 0:00,54 star turtles seized at Chennai Airport,Chennai Airport,Geochelone elegans,"Indian Star Tortoise, Star Tortoise, Tortuga estrellada de la India, Tortue étoilée de l'Inde",Individual - Live,54,,,,,
MOR11161,India,India,9/2/2015 0:00,276 star tortoises seized at Chennai Airport,Chennai Airport,Geochelone elegans,"Indian Star Tortoise, Star Tortoise, Tortuga estrellada de la India, Tortue étoilée de l'Inde",Individual - Live,276,,,,,
MOR11291,India,India,4/23/2015 0:00,29 tortoises seized by customs at Cochin Airport,Cochin Airport,Testudinidae,"Tortoises, Tortugas Terrestres, Tortues Terrestres",Individual - Live,29,,,1500000,INR Indian Rupee,
